record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0052,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6047,16.5157,2022,November,Post-Monsoon,6.89,1436.0,933.4,187.8,18.3,118.9,1.15,239.2,0.02,3.74,1.81,-8.0,Synthetic Environmental Simulation,2022,108,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.97,-105.45,-0.121,0,26.6,0.48,0.06,0.26,0.25,0.35,0.16,LOW
DEMO_REC_0053,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.402,16.3127,2023,November,Post-Monsoon,7.64,1301.4,845.9,109.6,16.3,92.8,1.27,252.9,0.05,3.15,3.23,43.6,Synthetic Environmental Simulation,2023,79,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.27,-0.136,0,30.5,0.35,0.05,0.34,0.65,0.35,0.1,MODERATE
DEMO_REC_0054,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.576,14.6871,2024,November,Post-Monsoon,7.21,706.2,459.0,230.5,3.5,125.0,1.38,353.4,0.49,11.21,2.77,11.1,Synthetic Environmental Simulation,2024,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.85,-92.43,-0.04,0,26.0,0.43,0.0,0.29,0.25,0.35,0.46,LOW
DEMO_REC_0055,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.6948,26.0958,2022,May,Pre-Monsoon,6.84,1314.1,854.2,117.9,6.2,91.4,0.87,163.3,0.29,1.32,2.41,57.1,Synthetic Environmental Simulation,2022,112,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.56,-61.07,-0.133,0,34.6,0.5,0.05,0.36,0.65,0.35,0.11,MODERATE
DEMO_REC_0056,Assam,Cachar,Cachar Central,Cachar Station-2,92.7509,24.8694,2023,May,Pre-Monsoon,7.27,858.4,558.0,196.7,19.7,199.7,1.41,71.2,0.36,1.29,0.74,25.0,Synthetic Environmental Simulation,2023,40,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.95,-0.134,0,18.6,0.18,0.01,0.31,0.25,0.35,0.11,LOW
DEMO_REC_0057,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5872,27.1026,2024,May,Pre-Monsoon,7.94,629.6,409.2,231.5,29.8,136.5,0.61,401.5,0.33,0.48,7.37,76.4,Synthetic Environmental Simulation,2024,40,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.44,-47.91,-0.024,0,22.1,0.18,0.0,0.39,0.25,0.35,0.52,LOW
DEMO_REC_0058,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1591,11.6758,2022,July,Monsoon,6.46,853.6,554.8,168.9,22.4,112.1,1.67,370.6,0.38,2.36,8.95,366.8,Synthetic Environmental Simulation,2022,36,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.38,150.09,-0.048,0,31.0,0.16,0.03,0.85,0.25,0.35,0.43,MODERATE
DEMO_REC_0059,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3178,16.2309,2023,July,Monsoon,7.15,998.5,649.0,95.5,22.0,154.5,1.46,277.4,0.35,1.43,0.85,479.4,Synthetic Environmental Simulation,2023,17,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,2.09,226.87,-0.072,0,31.4,0.08,0.02,1.0,0.25,0.35,0.34,MODERATE
DEMO_REC_0060,Maharashtra,Latur,Latur Central,Latur Station-1,76.5106,18.3666,2024,July,Monsoon,7.08,969.4,630.1,230.5,32.1,144.2,1.44,376.5,0.39,2.53,11.82,344.0,Synthetic Environmental Simulation,2024,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.24,134.55,-0.109,0,33.0,0.32,0.02,0.81,0.25,0.35,0.2,MODERATE
DEMO_REC_0061,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1904,11.7131,2022,November,Post-Monsoon,7.49,1486.5,966.2,125.9,22.1,156.9,1.69,364.7,0.56,0.96,5.3,43.4,Synthetic Environmental Simulation,2022,31,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.41,-0.136,0,26.0,0.14,0.08,0.34,0.65,0.35,0.1,LOW
DEMO_REC_0062,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2572,13.0977,2023,November,Post-Monsoon,6.86,2159.7,1403.8,230.7,21.3,170.5,1.51,137.2,0.23,2.71,4.02,-7.9,Synthetic Environmental Simulation,2023,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.97,-105.39,0.089,1,35.0,0.36,0.12,0.26,0.65,0.35,0.94,MODERATE
DEMO_REC_0063,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9928,10.9692,2024,November,Post-Monsoon,7.49,1449.7,942.3,154.1,20.7,169.3,1.02,349.0,1.24,3.66,1.62,51.3,Synthetic Environmental Simulation,2024,117,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.6,-65.02,-0.134,0,29.7,0.52,0.07,0.35,0.25,0.35,0.11,LOW
DEMO_REC_0064,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.143,9.9275,2022,May,Pre-Monsoon,7.2,1152.9,749.4,157.4,34.8,64.3,1.67,327.7,0.01,0.29,1.49,32.0,Synthetic Environmental Simulation,2022,84,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.18,-0.142,0,24.6,0.37,0.05,0.32,0.25,0.35,0.08,LOW
DEMO_REC_0065,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7431,10.8387,2023,May,Pre-Monsoon,7.52,1491.0,969.1,175.1,23.4,121.9,0.9,244.3,0.53,0.32,0.14,56.9,Synthetic Environmental Simulation,2023,71,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.56,-61.2,-0.131,0,24.5,0.32,0.06,0.36,0.25,0.35,0.12,LOW
DEMO_REC_0066,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1871,17.6588,2024,May,Pre-Monsoon,6.95,1616.2,1050.5,151.5,51.1,132.0,0.64,251.8,0.08,1.92,2.7,28.2,Synthetic Environmental Simulation,2024,119,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.74,-80.77,-0.057,0,37.1,0.53,0.1,0.31,0.65,0.35,0.4,MODERATE
DEMO_REC_0067,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6253,16.4953,2022,July,Monsoon,7.27,988.4,642.5,176.5,19.5,113.4,1.7,212.0,0.09,0.01,3.57,407.7,Synthetic Environmental Simulation,2022,62,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.64,177.98,-0.108,0,34.4,0.28,0.04,0.91,0.25,0.35,0.21,MODERATE
DEMO_REC_0068,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.3946,16.3063,2023,July,Monsoon,7.48,828.7,538.7,246.2,9.3,80.4,1.15,323.8,0.48,2.69,5.7,287.7,Synthetic Environmental Simulation,2023,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.89,96.16,-0.08,0,37.5,0.32,0.01,0.72,0.65,0.35,0.31,MODERATE
DEMO_REC_0069,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.584,14.6479,2024,July,Monsoon,7.33,979.7,636.8,172.1,23.2,156.4,0.31,272.9,0.51,0.65,7.18,247.0,Synthetic Environmental Simulation,2024,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.63,68.41,-0.121,0,30.5,0.36,0.02,0.66,0.25,0.35,0.16,MODERATE
DEMO_REC_0070,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7479,26.1232,2022,November,Post-Monsoon,7.54,1208.6,785.6,212.3,21.4,195.7,1.47,300.0,0.23,8.24,1.26,37.0,Synthetic Environmental Simulation,2022,74,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.69,-74.77,-0.144,0,29.4,0.33,0.04,0.33,0.65,0.35,0.07,LOW
DEMO_REC_0071,Assam,Cachar,Cachar Central,Cachar Station-2,92.8043,24.8012,2023,November,Post-Monsoon,6.98,1372.1,891.9,149.8,28.6,95.7,0.41,276.9,0.57,11.55,3.38,85.4,Synthetic Environmental Simulation,2023,66,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.38,-41.77,-0.139,0,24.4,0.29,0.05,0.4,0.25,0.35,0.09,LOW
DEMO_REC_0072,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5725,27.1258,2024,November,Post-Monsoon,6.9,1747.9,1136.1,95.0,19.0,105.8,1.8,171.4,0.05,3.96,3.55,1.0,Synthetic Environmental Simulation,2024,46,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.91,-99.32,-0.058,0,22.6,0.2,0.11,0.27,0.25,0.35,0.39,LOW
DEMO_REC_0073,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.15,11.6436,2022,May,Pre-Monsoon,6.69,1505.4,978.5,175.0,31.9,77.0,0.71,404.5,1.24,1.32,6.74,30.8,Synthetic Environmental Simulation,2022,78,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.0,-0.101,0,25.4,0.35,0.08,0.32,0.25,0.35,0.23,LOW
DEMO_REC_0074,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3678,16.2444,2023,May,Pre-Monsoon,6.93,792.9,515.4,159.1,91.8,103.1,0.44,268.1,0.23,0.05,4.78,21.3,Synthetic Environmental Simulation,2023,58,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.79,-85.48,0.014,1,27.4,0.26,0.17,0.3,0.25,0.35,0.66,LOW
DEMO_REC_0075,Maharashtra,Latur,Latur Central,Latur Station-1,76.6025,18.3621,2024,May,Pre-Monsoon,7.7,1372.0,891.8,177.5,7.9,96.3,0.6,415.1,0.2,0.17,2.62,61.8,Synthetic Environmental Simulation,2024,25,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.86,-0.108,0,19.7,0.11,0.05,0.37,0.25,0.35,0.21,LOW
DEMO_REC_0076,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.111,11.7127,2022,July,Monsoon,6.94,1887.0,1226.5,240.8,49.6,146.0,1.73,299.3,0.41,0.39,0.33,542.2,Synthetic Environmental Simulation,2022,170,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.48,269.68,0.073,1,60.0,0.76,0.14,1.0,0.65,0.35,0.88,HIGH
DEMO_REC_0077,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2706,13.0469,2023,July,Monsoon,7.8,1507.1,979.6,181.3,16.8,89.3,0.83,282.8,0.01,0.2,1.52,337.6,Synthetic Environmental Simulation,2023,60,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.2,130.18,-0.047,0,39.7,0.27,0.06,0.8,0.65,0.35,0.44,MODERATE
DEMO_REC_0078,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9879,11.0361,2024,July,Monsoon,6.77,1235.6,803.1,265.1,16.0,168.4,1.22,307.9,0.88,2.45,4.59,304.5,Synthetic Environmental Simulation,2024,21,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.99,107.61,-0.118,0,26.4,0.09,0.04,0.75,0.25,0.35,0.17,LOW
DEMO_REC_0079,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1251,9.9413,2022,November,Post-Monsoon,7.74,1362.4,885.6,178.8,12.3,179.0,1.19,245.5,0.32,1.63,2.87,37.9,Synthetic Environmental Simulation,2022,59,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.68,-74.16,-0.126,0,22.4,0.26,0.05,0.33,0.25,0.35,0.14,LOW
DEMO_REC_0080,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7337,10.7587,2023,November,Post-Monsoon,6.39,1191.5,774.5,133.3,74.9,146.4,1.79,282.9,0.07,2.85,0.22,47.4,Synthetic Environmental Simulation,2023,77,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.68,0.003,1,30.4,0.34,0.19,0.34,0.25,0.35,0.62,MODERATE
DEMO_REC_0081,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2525,17.6572,2024,November,Post-Monsoon,7.65,1103.8,717.5,217.9,50.0,228.7,1.07,306.1,0.27,0.07,1.51,75.2,Synthetic Environmental Simulation,2024,50,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.45,-48.73,-0.085,0,29.2,0.22,0.05,0.39,0.65,0.35,0.29,LOW
DEMO_REC_0082,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6257,16.4984,2022,May,Pre-Monsoon,7.86,1480.2,962.1,253.8,22.9,168.3,1.4,310.1,0.72,0.5,0.81,31.3,Synthetic Environmental Simulation,2022,92,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.72,-78.66,-0.104,0,26.5,0.41,0.06,0.32,0.25,0.35,0.22,LOW
DEMO_REC_0083,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4278,16.308,2023,May,Pre-Monsoon,7.16,942.4,612.6,137.6,17.1,183.4,0.44,346.4,0.32,0.94,1.53,79.3,Synthetic Environmental Simulation,2023,50,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.42,-45.93,-0.141,0,27.5,0.22,0.02,0.39,0.65,0.35,0.08,LOW
DEMO_REC_0084,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.596,14.7289,2024,May,Pre-Monsoon,7.82,1226.9,797.5,167.0,6.0,163.2,0.67,392.6,0.05,0.46,0.11,62.0,Synthetic Environmental Simulation,2024,51,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.73,-0.088,0,22.7,0.23,0.04,0.37,0.25,0.35,0.28,LOW
DEMO_REC_0085,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7396,26.1302,2022,July,Monsoon,7.48,1539.6,1000.7,171.9,77.2,101.9,1.78,283.3,0.04,0.66,0.16,388.6,Synthetic Environmental Simulation,2022,225,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.52,164.96,0.005,1,64.3,1.0,0.21,0.88,0.65,0.35,0.63,HIGH
DEMO_REC_0086,Assam,Cachar,Cachar Central,Cachar Station-2,92.7605,24.8767,2023,July,Monsoon,7.45,993.9,646.0,225.8,20.1,132.1,0.98,122.4,0.33,0.38,0.09,584.4,Synthetic Environmental Simulation,2023,59,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,2.75,298.46,-0.018,0,37.0,0.26,0.02,1.0,0.25,0.35,0.54,MODERATE
DEMO_REC_0087,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.664,27.0644,2024,July,Monsoon,6.91,1376.9,895.0,139.5,30.8,148.2,1.77,188.6,0.14,0.04,0.84,336.5,Synthetic Environmental Simulation,2024,90,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.19,129.43,-0.106,0,36.3,0.4,0.08,0.8,0.25,0.35,0.21,MODERATE
DEMO_REC_0088,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1616,11.6467,2022,November,Post-Monsoon,7.27,1263.2,821.1,205.3,34.1,154.7,1.17,205.7,0.28,0.96,6.04,36.2,Synthetic Environmental Simulation,2022,103,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.69,-75.32,-0.145,0,26.7,0.46,0.04,0.33,0.25,0.35,0.07,LOW
DEMO_REC_0089,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3745,16.2447,2023,November,Post-Monsoon,7.85,1358.7,883.2,228.2,16.5,156.6,1.44,322.7,0.48,1.43,5.11,47.4,Synthetic Environmental Simulation,2023,103,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.68,-0.114,0,27.8,0.46,0.05,0.34,0.25,0.35,0.19,LOW
DEMO_REC_0090,Maharashtra,Latur,Latur Central,Latur Station-1,76.5734,18.3916,2024,November,Post-Monsoon,6.79,1610.1,1046.6,290.6,70.8,158.9,1.12,257.3,0.27,0.46,3.09,44.3,Synthetic Environmental Simulation,2024,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.8,-0.017,0,29.8,0.36,0.17,0.34,0.25,0.35,0.55,LOW
DEMO_REC_0091,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.134,11.6606,2022,May,Pre-Monsoon,7.22,1594.1,1036.2,179.0,13.8,71.4,1.17,156.6,0.23,2.34,4.34,56.9,Synthetic Environmental Simulation,2022,57,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.56,-61.2,-0.119,0,29.4,0.25,0.07,0.36,0.65,0.35,0.17,LOW
DEMO_REC_0092,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2403,13.0345,2023,May,Pre-Monsoon,7.54,1111.6,722.5,142.3,26.7,110.2,1.03,214.7,0.11,4.06,2.32,25.3,Synthetic Environmental Simulation,2023,30,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.75,-0.138,0,24.0,0.13,0.03,0.31,0.65,0.35,0.09,LOW
DEMO_REC_0093,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9776,10.9758,2024,May,Pre-Monsoon,7.33,1176.8,764.9,245.7,21.5,131.5,0.58,309.6,0.1,3.94,0.61,42.1,Synthetic Environmental Simulation,2024,21,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.66,-71.3,-0.158,0,17.3,0.09,0.04,0.34,0.25,0.35,0.02,LOW
DEMO_REC_0094,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1072,9.9568,2022,July,Monsoon,7.52,849.4,552.1,192.4,21.1,198.8,1.19,323.4,0.06,1.12,7.09,424.5,Synthetic Environmental Simulation,2022,38,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.74,189.43,-0.06,0,32.3,0.17,0.01,0.94,0.25,0.35,0.39,MODERATE
DEMO_REC_0095,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6784,10.7758,2023,July,Monsoon,6.91,1513.2,983.6,242.4,15.8,128.4,0.98,221.3,0.27,0.46,4.01,288.1,Synthetic Environmental Simulation,2023,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.89,96.43,-0.098,0,35.1,0.42,0.06,0.72,0.25,0.35,0.24,MODERATE
DEMO_REC_0096,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1997,17.6546,2024,July,Monsoon,7.38,954.9,620.7,216.7,11.6,72.7,0.39,247.4,0.27,2.82,1.75,257.8,Synthetic Environmental Simulation,2024,53,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.7,75.77,-0.109,0,34.1,0.24,0.02,0.67,0.65,0.35,0.2,MODERATE
DEMO_REC_0097,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.5996,16.5287,2022,November,Post-Monsoon,7.62,1018.1,661.8,232.3,3.8,93.8,1.27,345.1,0.27,1.28,1.37,68.2,Synthetic Environmental Simulation,2022,27,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.49,-53.5,-0.095,0,19.6,0.12,0.02,0.38,0.25,0.35,0.26,LOW
DEMO_REC_0098,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.3933,16.3086,2023,November,Post-Monsoon,6.58,982.4,638.6,196.5,33.0,149.2,1.1,192.1,0.33,12.85,3.25,20.3,Synthetic Environmental Simulation,2023,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.79,-86.16,-0.096,0,31.6,0.42,0.02,0.3,0.65,0.35,0.25,MODERATE
DEMO_REC_0099,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5952,14.7314,2024,November,Post-Monsoon,7.55,571.4,371.4,214.7,48.0,65.5,1.53,143.4,0.0,0.89,11.93,-1.7,Synthetic Environmental Simulation,2024,37,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.93,-101.16,0.019,1,20.5,0.16,0.01,0.27,0.25,0.35,0.68,LOW
DEMO_REC_0100,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7014,26.1344,2022,May,Pre-Monsoon,7.0,1624.6,1056.0,142.5,22.3,127.9,1.43,290.0,0.46,3.08,0.11,42.0,Synthetic Environmental Simulation,2022,111,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.66,-71.36,-0.122,0,34.9,0.49,0.07,0.34,0.65,0.35,0.16,MODERATE
DEMO_REC_0101,Assam,Cachar,Cachar Central,Cachar Station-2,92.7631,24.806,2023,May,Pre-Monsoon,6.59,783.3,509.1,99.5,20.9,126.8,1.61,272.8,0.05,3.86,2.56,5.1,Synthetic Environmental Simulation,2023,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.89,-96.52,-0.063,0,17.9,0.12,0.01,0.28,0.25,0.35,0.38,LOW
DEMO_REC_0102,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5816,27.1431,2024,May,Pre-Monsoon,7.69,1046.5,680.2,193.4,44.1,131.3,1.49,242.0,0.15,0.48,3.56,40.3,Synthetic Environmental Simulation,2024,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.67,-72.52,-0.095,0,26.5,0.43,0.02,0.33,0.25,0.35,0.26,LOW
DEMO_REC_0103,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1393,11.7311,2022,July,Monsoon,7.25,1448.3,941.4,169.1,2.4,101.9,1.73,349.9,0.52,2.74,0.39,405.6,Synthetic Environmental Simulation,2022,93,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.63,176.55,-0.063,0,39.6,0.41,0.08,0.91,0.25,0.35,0.38,MODERATE
